PS1,PS2,PS3,PS4,PS5,PS6,VS1,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,SE,CE,CP,Class
191.28,167.16,9.586,10.123,9.873,9.764,0.589,2969.6,20.232,10.212,36.566,42.059,39.375,31.48,75.29899999999998,47.008,2.1790000000000003,1
191.27,166.96,9.852,10.117,9.877,9.763,0.604,2969.4,20.381,10.201,36.504,42.051,39.375,31.488000000000003,75.405,47.353,2.196,1
191.23,167.17,9.805,10.117,9.877,9.769,0.602,2971.6,19.851,10.214,36.582,42.023,39.426,31.555,75.375,47.167,2.174,1
191.27,167.02,9.828,10.123,9.883,9.764,0.619,2973.4,20.348,10.201,36.594,42.023,39.41,31.477,75.182,47.006,2.173,1
191.25,166.99,9.711,10.123,9.875,9.764,0.623,2973.0,20.107,10.199,36.578,42.03100000000001,39.395,31.477,75.422,47.467,2.193,1
191.24,166.92,9.859,10.117,9.882,9.764,0.63,2976.4,20.341,10.207,36.5,42.03100000000001,39.336,31.488000000000003,75.195,47.285,2.182,1
191.24,167.09,9.828,10.127,9.88,9.768,0.64,2977.0,20.344,10.209,36.512,42.039,39.348,31.477,75.166,47.285,2.1830000000000003,1
191.19,166.92,9.766,10.122,9.88,9.766,0.621,2975.0,19.874,10.216,36.504,42.059,39.387,31.48,74.95100000000002,47.483,2.205,1
191.34,167.09,9.781,10.128,9.888,9.774,0.618,2971.4,20.107,10.229,36.559,42.066,39.355,31.453000000000007,76.57300000000002,47.333,2.185,1
191.41,167.16,9.719,10.13,9.888,9.77,0.642,2963.8,20.479,10.221,36.559,42.059,39.398,31.566,76.446,47.029,2.173,0
191.34,167.08,9.82,10.123,9.882,9.771,0.634,2963.2,20.479,10.217,36.578,42.059,39.398,31.477,76.51100000000002,47.057,2.181,0
191.38,167.05,9.773,10.128,9.882,9.772,0.618,2961.4,20.479,10.219,36.57,42.062,39.348,31.473000000000006,76.65,47.356,2.184,0
191.35,167.19,9.852,10.133,9.889,9.771,0.607,2962.2,20.479,10.231,36.578,42.078,39.387,31.48,76.725,46.96,2.167,0
191.38,167.05,9.633,10.127,9.883,9.773,0.626,2965.0,20.374,10.217,36.512,42.062,39.383,31.488000000000003,76.65100000000002,47.333,2.181,0
191.38,167.18,9.555,10.123,9.882,9.771,0.637,2966.0,20.479,10.231,36.578,42.074,39.371,31.477,76.611,46.869,2.171,0
191.48,167.27,9.875,10.127,9.889,9.772,0.627,2963.2,20.479,10.213,36.57,42.066,39.383,31.477,76.384,46.976000000000006,2.18,0
191.46,167.38,9.586,10.128,9.89,9.772,0.627,2961.2,20.479,10.212,36.582,42.047,39.414,31.559,76.709,47.468,2.196,0
191.41,167.38,9.797,10.124,9.882,9.771,0.643,2967.0,20.479,10.214,36.578,42.051,39.355,31.57,76.407,47.191,2.176,0
191.44,167.1,9.5,10.122,9.884,9.769,0.613,2963.0,20.479,10.209,36.586,42.074,39.422,31.492,76.84100000000002,46.883,2.164,0
191.43,167.14,9.766,10.134,9.887,9.778,0.633,2963.2,19.73,10.216,36.586,42.062,39.398,31.477,76.607,46.968,2.17,0
191.41,167.23,9.727,10.128,9.894,9.778,0.628,2963.0,19.742,10.227,36.586,42.023,39.344,31.465,76.389,47.809,2.199,0
191.41,166.99,9.969,10.127,9.889,9.778,0.647,2967.2,19.392,10.214,36.582,42.012,39.348,31.477,76.884,47.423,2.186,0
191.43,167.31,9.727,10.132,9.889,9.776,0.608,2965.2,19.813,10.217,36.582,42.047,39.344,31.398000000000003,76.68,47.575,2.193,0
191.41,167.31,9.664,10.132,9.889,9.776,0.638,2967.0,19.684,10.22,36.57,42.035,39.348,31.398000000000003,76.643,47.86600000000001,2.215,0
191.41,167.16,9.773,10.13,9.897,9.781,0.623,2965.0,19.756,10.214,36.5,42.012,39.348,31.398000000000003,76.775,47.505,2.212,0
191.43,167.19,9.82,10.125,9.888,9.772,0.6409999999999999,2969.2,19.688,10.214,36.504,42.012,39.355,31.375,76.604,47.58600000000001,2.209,0
191.43,167.14,9.695,10.133,9.893,9.782,0.605,2971.0,19.394,10.212,36.504,42.008,39.355,31.395,76.645,47.527,2.217,0
191.41,167.0,9.586,10.13,9.894,9.776,0.629,2970.0,19.473,10.22,36.5,42.004,39.344,31.367,76.643,47.226000000000006,2.207,0
191.44,167.18,9.766,10.137,9.896,9.776,0.605,2975.0,19.667,10.208,36.426,41.992,39.348,31.316,76.557,47.167,2.208,0
191.44,167.07,9.836,10.135,9.892,9.777,0.613,2967.8,19.48,10.214,36.414,41.984,39.273,31.316,76.777,47.395,2.2030000000000003,1
191.44,167.19,9.695,10.144,9.902,9.787,0.615,2959.4,20.054,10.216,36.41,41.957,39.254,31.316,76.669,47.417,2.201,1
191.57,167.19,9.773,10.145,9.903,9.789,0.645,2969.2,19.518,10.225,36.422,41.93,39.266,31.309,76.648,47.198,2.199,1
191.47,167.15,9.727,10.146,9.906,9.792,0.623,2963.0,19.094,10.21,36.344,41.922,39.266,31.309,76.557,47.232,2.207,1
191.46,167.22,9.875,10.155,9.906,9.792,0.5920000000000001,2968.2,19.701,10.226,36.332,41.926,39.223,31.309,76.337,46.94300000000001,2.184,1
191.41,167.12,9.914,10.144,9.902,9.788,0.642,2971.2,20.009,10.233,36.328,41.922,39.254,31.305,76.587,47.208,2.214,1
191.41,167.1,9.937,10.148,9.901,9.787,0.627,2969.2,19.574,10.234,36.34,41.922,39.207,31.227,76.855,47.684,2.212,1
191.46,167.16,9.586,10.154,9.91,9.795,0.616,2969.0,19.742,10.239,36.332,41.914,39.211,31.234,76.77600000000002,47.699,2.209,1
191.48,167.22,9.727,10.156,9.917,9.804,0.612,2971.0,19.841,10.232,36.34,41.91,39.187,31.168000000000006,76.69,47.612,2.208,1
191.48,167.15,9.523,10.151,9.912,9.797,0.614,2968.2,19.639,10.221,36.344,41.91,39.18,31.227,76.656,47.69600000000001,2.211,1
191.47,167.04,9.719,10.152,9.913,9.797,0.605,2969.0,20.276,10.241,36.332,41.914,39.187,31.168000000000006,76.586,47.695,2.2030000000000003,1
191.49,167.1,9.617,10.165,9.914,9.809,0.623,2965.4,20.246,10.227,36.32,41.922,39.187,31.227,76.501,47.368,2.206,1
191.49,167.1,9.641,10.157,9.915,9.797,0.615,2969.8,20.415,10.221,36.34,41.914,39.18,31.168000000000006,76.71300000000002,47.367,2.208,1
191.38,167.22,9.633,10.159,9.918,9.804,0.596,2961.8,20.479,10.23,36.332,41.914,39.18,31.223000000000006,76.53,47.334,2.201,1
191.46,167.14,9.781,10.154,9.911,9.799,0.602,2964.8,20.349,10.222,36.316,41.867,39.184,31.168000000000006,76.50399999999998,47.355,2.205,1
191.44,167.23,9.883,10.167,9.922,9.804,0.605,2961.6,20.479,10.247,36.328,41.84,39.199,31.16,76.641,47.805,2.227,1
191.49,167.28,9.695,10.154,9.914,9.799,0.606,2963.8,20.479,10.221,36.32,41.832,39.187,31.16,76.516,47.817,2.232,1
191.52,167.12,9.836,10.157,9.912,9.801,0.613,2961.8,20.462,10.222,36.328,41.832,39.187,31.172,76.847,47.277,2.2030000000000003,1
191.41,167.22,9.578,10.159,9.917,9.802,0.604,2965.4,20.479,10.227,36.328,41.84,39.18,31.168000000000006,76.702,47.39100000000001,2.204,1
191.44,167.09,9.773,10.163,9.923,9.804,0.598,2965.4,20.479,10.236,36.254,41.828,39.102,31.168000000000006,76.74600000000002,47.113,2.182,1
191.59,167.32,9.828,10.171,9.922,9.809,0.59,2963.8,20.218,10.232,36.25,41.844,39.113,31.168000000000006,78.863,47.125,2.18,1
191.73,167.2,9.695,10.159,9.918,9.806,0.598,2951.6,20.479,10.236,36.332,41.848,39.184,31.168000000000006,78.89699999999998,47.697,2.206,0
191.63,167.23,9.727,10.16,9.923,9.805,0.602,2951.6,20.479,10.223,36.332,41.867,39.187,31.172,79.191,48.159,2.232,0
191.67,167.62,9.914,10.157,9.915,9.802,0.603,2951.4,20.479,10.221,36.34,41.914,39.18,31.168000000000006,78.851,48.101000000000006,2.23,0
191.73,167.53,9.711,10.159,9.917,9.797,0.609,2951.4,20.479,10.216,36.344,41.922,39.187,31.16,78.977,47.69600000000001,2.208,0
191.76,167.38,9.836,10.151,9.913,9.792,0.612,2947.8,20.479,10.229,36.34,41.914,39.187,31.148000000000003,79.283,48.13399999999999,2.225,0
191.68,167.43,9.602,10.152,9.908,9.792,0.595,2949.6,20.429,10.229,36.332,41.922,39.199,31.16,79.086,47.676,2.208,0
191.69,167.22,9.602,10.143,9.905,9.786,0.606,2955.6,20.39,10.213,36.352,41.914,39.199,31.156,79.176,47.707,2.217,0
191.66,167.3,9.828,10.148,9.908,9.788,0.601,2949.8,20.479,10.218,36.344,41.926,39.227,31.172,79.156,47.945,2.214,0
191.67,167.43,9.898,10.146,9.908,9.79,0.599,2949.0,20.479,10.221,36.41,41.922,39.211,31.227,79.199,47.609,2.186,0
191.69,167.41,9.656,10.145,9.9,9.785,0.588,2950.4,20.363,10.222,36.414,41.957,39.187,31.227,79.084,47.69600000000001,2.212,0
191.73,167.34,9.906,10.146,9.902,9.784,0.5720000000000001,2949.4,19.984,10.227,36.352,41.996,39.184,31.227,78.995,47.749,2.208,0
191.69,167.35,9.766,10.141,9.903,9.785,0.5820000000000001,2949.6,19.95,10.209,36.355,41.984,39.227,31.234,79.21300000000002,47.78100000000001,2.209,0
191.65,167.44,9.742,10.145,9.9,9.785,0.5920000000000001,2953.8,19.901,10.218,36.41,41.984,39.262,31.238000000000003,79.11,47.82899999999999,2.204,0
191.63,167.45,9.687,3.755,9.905,9.787,0.593,2949.4,19.462,10.222,36.422,41.984,39.215,31.172,78.949,48.047,2.221,0
191.65,167.32,9.742,5.598,9.901,9.785,0.622,2949.4,19.6,10.214,36.414,41.996,39.254,31.238000000000003,78.99,48.059,2.219,0
191.66,167.38,9.773,4.034,9.898,9.78,0.596,2949.6,19.447,10.227,36.41,41.977,39.273,31.238000000000003,79.368,48.14,2.225,0
191.7,167.28,10.016,0.927,9.894,9.781,0.596,2947.6,19.671,10.21,36.414,41.98,39.273,31.234,79.1,48.11600000000001,2.222,0
191.73,167.33,9.797,5.8660000000000005,9.898,9.783,0.5920000000000001,2949.6,19.509,10.214,36.414,41.996,39.262,31.309,79.289,47.699,2.204,0
191.69,167.35,9.766,4.5310000000000015,9.898,9.783,0.588,2949.4,20.062,10.227,36.426,42.004,39.254,31.309,79.028,47.802,2.204,0
191.7,167.36,9.781,3.641,9.897,9.782,0.602,2951.6,19.623,10.227,36.414,42.008,39.262,31.277,79.003,47.735,2.202,0
191.63,167.41,9.656,1.901,9.898,9.786,0.595,2955.6,20.479,10.214,36.426,42.004,39.266,31.316,79.233,47.699,2.202,1
191.67,167.43,9.727,4.996,9.9,9.784,0.595,2955.6,19.82,10.216,36.426,42.03100000000001,39.262,31.305,78.878,47.652,2.198,1
191.65,167.48,9.477,5.47,9.892,9.776,0.6,2951.8,20.236,10.205,36.422,42.059,39.336,31.309,78.9,47.423,2.2030000000000003,1
191.67,167.44,9.727,7.519,9.892,9.781,0.586,2955.6,20.331,10.208,36.41,42.035,39.266,31.316,78.995,47.75899999999999,2.204,1
191.67,167.53,9.719,6.7120000000000015,9.892,9.782,0.568,2951.6,20.243,10.217,36.41,42.051,39.332,31.305,79.027,48.143,2.212,1
191.62,167.26,9.711,8.674,9.89,9.775,0.5820000000000001,2957.6,19.851,10.211,36.414,42.074,39.344,31.309,79.192,47.935,2.202,1
191.67,167.38,9.742,8.32,9.896,9.784,0.584,2953.4,20.068,10.201,36.512,42.08600000000001,39.355,31.309,79.301,47.973,2.21,1
191.63,167.66,9.852,8.652000000000001,9.892,9.778,0.607,2955.8,19.959,10.224,36.5,42.08600000000001,39.355,31.316,79.161,48.261,2.231,1
191.68,167.53,9.641,8.707,9.89,9.775,0.573,2951.4,20.479,10.206,36.5,42.09,39.355,31.316,78.986,47.879,2.204,1
191.67,167.56,9.859,8.42,9.888,9.776,0.595,2953.6,20.113,10.216,36.504,42.113,39.336,31.316,78.667,47.82,2.201,1
191.65,167.31,9.742,8.763,9.891,9.776,0.595,2954.6,20.249,10.201,36.492,42.129,39.344,31.309,78.97800000000002,47.833,2.202,1
191.71,167.41,9.742,10.091,9.884,9.774,0.589,2953.4,19.999,10.208,36.504,42.098,39.355,31.316,79.139,48.178,2.228,1
191.66,167.3,9.727,9.024,9.883,9.765,0.573,2955.4,20.147,10.21,36.5,42.129,39.359,31.395,79.222,47.82,2.212,1
191.71,167.61,9.711,10.127,9.88,9.765,0.608,2957.4,20.181,10.205,36.5,42.145,39.355,31.309,79.223,47.879,2.206,1
191.71,167.49,9.828,10.127,9.885,9.774,0.5820000000000001,2947.4,20.479,10.209,36.5,42.16,39.355,31.383000000000006,79.529,47.879,2.21,1
191.58,167.38,9.727,10.116,9.875,9.76,0.5660000000000001,2948.6,20.074,10.198,36.5,42.152,39.355,31.316,79.182,47.88,2.21,1
191.62,167.34,9.672,10.117,9.875,9.762,0.58,2947.6,19.988,10.187,36.504,42.117,39.355,31.309,79.097,47.902,2.206,1
191.58,167.2,9.797,10.124,9.882,9.767,0.564,2951.4,20.161,10.209,36.504,42.133,39.363,31.316,79.255,47.86600000000001,2.206,1
191.68,167.49,9.898,10.121,9.882,9.769,0.583,2947.6,20.188,10.216,36.566,42.152,39.359,31.383000000000006,79.104,47.832,2.208,1
191.68,167.38,9.602,10.122,9.88,9.769,0.597,2945.6,20.479,10.198,36.504,42.15600000000001,39.371,31.395,78.973,47.908,2.204,1
191.62,167.48,9.633,10.127,9.887,9.774,0.58,2953.8,19.658,10.201,36.504,42.152,39.355,31.477,77.945,47.833,2.207,1
191.67,167.46,9.664,10.122,9.878,9.771,0.608,2951.6,19.776,10.198,36.559,42.145,39.359,31.395,78.444,47.4,2.185,1
191.69,167.48,9.547,10.132,9.884,9.774,0.5870000000000001,2951.6,19.837,10.206,36.512,42.125,39.355,31.395,77.809,47.82,2.202,1
191.75,167.4,9.711,10.132,9.89,9.777,0.578,2947.8,20.341,10.208,36.512,42.117,39.363,31.395,78.289,47.845,2.207,1
191.63,167.26,9.586,10.128,9.887,9.777,0.586,2963.6,19.821,10.199,36.52,42.125,39.348,31.32,78.439,47.833,2.201,1
191.63,167.32,9.641,10.127,9.885,9.775,0.5920000000000001,2951.6,19.858,10.203,36.504,42.105,39.355,31.406,78.134,47.75,2.202,1
191.62,167.28,9.805,10.127,9.885,9.773,0.58,2947.4,19.873,10.201,36.504,42.129,39.348,31.398000000000003,78.256,47.833,2.205,1
191.69,167.45,9.727,10.13,9.891,9.775,0.581,2959.4,19.814,10.198,36.504,42.133,39.355,31.316,78.411,47.787,2.202,1
191.66,167.17,9.508,10.125,9.885,9.769,0.5870000000000001,2949.4,19.808,10.213,36.512,42.113,39.355,31.395,78.29,47.764,2.199,1
191.59,167.23,9.695,10.127,9.884,9.767,0.595,2947.4,20.014,10.194,36.512,42.098,39.355,31.398000000000003,78.532,47.833,2.204,1
191.63,167.07,9.469,10.132,9.889,9.774,0.568,2981.6,19.715,10.192,36.512,42.074,39.348,31.398000000000003,74.331,47.76300000000001,2.202,1
191.2,166.94,9.477,10.139,9.894,9.783,0.595,2979.6,20.345,10.214,36.437,42.004,39.266,31.398000000000003,74.296,47.554,2.182,0
191.25,166.91,9.453,10.141,9.899,9.79,0.585,2981.6,20.479,10.205,36.426,41.996,39.207,31.316,74.244,47.354,2.164,0
191.36,166.99,9.609,10.144,9.903,9.792,0.583,2977.6,20.416,10.209,36.422,41.969,39.215,31.316,74.342,47.403,2.168,0
191.25,167.33,9.75,10.145,9.907,9.792,0.601,2981.6,20.404,10.208,36.352,41.914,39.199,31.309,74.42399999999998,47.644,2.172,0
191.24,167.19,9.75,10.152,9.91,9.797,0.594,2977.8,20.479,10.209,36.344,41.922,39.184,31.309,74.309,47.331,2.169,0
191.27,166.99,9.602,10.149,9.91,9.794,0.599,2980.6,20.479,10.219,36.352,41.914,39.195,31.32,74.383,47.372,2.168,0
191.27,167.1,9.766,10.149,9.903,9.792,0.597,2979.4,20.479,10.21,36.352,41.922,39.215,31.316,74.479,47.403,2.1630000000000003,0
191.35,166.89,9.562,10.146,9.911,9.789,0.609,2979.6,20.479,10.207,36.352,41.914,39.195,31.387,74.351,47.415,2.168,0
191.28,167.0,9.797,10.145,9.903,9.792,0.61,2975.6,20.257,10.201,36.379,41.922,39.234,31.398000000000003,74.608,47.283,2.16,0
191.36,167.23,9.828,10.141,9.899,9.78,0.59,2975.4,20.479,10.198,36.422,41.914,39.227,31.395,74.348,47.36600000000001,2.165,0
191.27,167.14,9.633,10.139,9.898,9.787,0.603,2975.4,19.64,10.206,36.414,41.914,39.266,31.395,74.327,47.601000000000006,2.1830000000000003,0
191.31,167.08,9.672,10.138,9.895,9.779,0.58,2977.8,19.694000000000006,10.204,36.414,41.914,39.273,31.477,74.52600000000002,47.507,2.1830000000000003,0
191.28,167.05,9.719,10.138,9.894,9.78,0.5920000000000001,2975.8,19.757,10.192,36.414,41.922,39.277,31.465,74.311,47.042,2.164,0
191.34,167.07,9.5,10.137,9.894,9.781,0.595,2976.4,19.35,10.203,36.434,41.93,39.273,31.41,74.098,47.484,2.177,0
191.33,167.02,9.578,10.128,9.892,9.776,0.5720000000000001,2973.8,19.749,10.194,36.426,41.93,39.281,31.406,74.175,47.325,2.155,0
191.32,167.07,9.5,10.136,9.892,9.777,0.614,2973.8,19.132,10.194,36.426,41.922,39.273,31.406,74.366,47.53100000000001,2.182,0
191.31,167.23,9.633,10.135,9.895,9.778,0.611,2979.6,19.613,10.196,36.492,41.926,39.266,31.398000000000003,74.395,47.495,2.1830000000000003,0
191.33,167.04,9.508,10.132,9.889,9.776,0.594,2975.6,19.717,10.201,36.512,41.93,39.266,31.48,74.274,47.005,2.157,0
191.27,167.23,9.633,10.125,9.888,9.773,0.594,2975.6,19.681,10.203,36.5,41.953,39.277,31.449,74.322,47.089,2.1630000000000003,0
191.35,167.02,9.883,10.127,9.887,9.771,0.58,2977.8,19.843,10.201,36.512,41.98,39.359,31.477,74.508,47.382,2.182,0
191.28,166.91,9.578,10.127,9.888,9.773,0.629,2973.4,19.472,10.196,36.504,41.977,39.363,31.477,74.532,47.359,2.182,1
191.27,167.08,9.641,10.127,9.892,9.778,0.593,2971.0,19.549,10.201,36.516,42.004,39.363,31.477,74.692,47.629,2.187,1
191.36,167.08,9.766,10.134,9.893,9.781,0.59,2978.0,19.484,10.208,36.512,41.996,39.348,31.465,74.619,47.276,2.189,1
191.34,166.99,9.805,10.143,9.899,9.79,0.626,2979.0,19.062,10.209,36.512,41.996,39.359,31.406,74.297,47.79600000000001,2.207,1
191.35,167.02,9.609,10.127,9.892,9.776,0.599,2977.2,19.393,10.208,36.512,41.977,39.359,31.398000000000003,74.296,47.727,2.2030000000000003,1
191.3,167.2,9.633,10.127,9.89,9.774,0.609,2975.0,19.319000000000006,10.196,36.5,41.996,39.359,31.488000000000003,74.66199999999998,47.716,2.202,1
191.27,167.09,9.641,10.128,9.889,9.774,0.613,2969.8,19.516,10.211,36.516,42.008,39.359,31.406,74.663,47.76300000000001,2.198,1
191.32,167.14,9.656,10.125,9.885,9.776,0.602,2965.8,20.053,10.211,36.516,41.996,39.359,31.488000000000003,74.413,47.312,2.181,1
191.39,167.1,9.797,10.116,9.882,9.77,0.607,2970.0,19.426,10.194,36.516,42.008,39.355,31.492,74.998,47.451,2.189,1
191.27,167.18,9.672,10.121,9.885,9.771,0.59,2971.6,19.282,10.192,36.516,42.012,39.359,31.477,74.658,47.37,2.186,1
191.25,166.97,9.586,10.119,9.883,9.769,0.5920000000000001,2973.6,20.454,10.193,36.516,42.012,39.363,31.406,74.623,47.418,2.19,1
191.25,166.97,9.617,10.119,9.877,9.764,0.585,2971.8,20.375,10.193,36.516,42.004,39.363,31.398000000000003,74.501,47.405,2.188,1
191.24,167.02,9.719,10.125,9.885,9.768,0.5820000000000001,2973.6,20.308,10.198,36.512,41.996,39.371,31.492,74.508,46.971,2.164,1
191.28,167.05,9.578,10.123,9.883,9.768,0.604,2969.8,20.312,10.198,36.504,42.008,39.363,31.48,74.589,47.608,2.18,1
191.31,166.94,9.578,10.123,9.877,9.766,0.617,2969.6,20.023,10.205,36.512,42.012,39.355,31.48,74.693,47.653,2.1830000000000003,1
191.28,167.1,9.727,10.121,9.885,9.769,0.604,2969.0,20.314,10.196,36.582,42.004,39.363,31.453000000000007,74.76,47.582,2.185,1
191.24,167.13,9.617,10.119,9.878,9.762,0.607,2971.4,20.479,10.203,36.586,42.008,39.363,31.566,74.73899999999998,47.345,2.18,1
191.19,166.97,9.687,10.111,9.872,9.759,0.5920000000000001,2969.4,20.372,10.192,36.586,42.008,39.359,31.566,74.57,46.916,2.169,1
191.31,166.99,9.547,10.119,9.878,9.763,0.579,2967.6,20.048,10.198,36.586,42.03100000000001,39.43,31.559,74.744,46.923,2.168,1
191.23,167.12,9.766,10.114,9.876,9.764,0.5920000000000001,2969.6,20.456,10.187,36.52,42.035,39.355,31.488000000000003,74.462,47.628,2.185,1
191.38,167.22,9.805,10.11,9.873,9.76,0.588,2969.4,20.479,10.185,36.516,42.059,39.387,31.48,75.892,47.093,2.165,1
191.36,167.08,9.578,10.122,9.875,9.76,0.584,2955.6,20.359,10.196,36.52,42.078,39.387,31.48,75.958,47.46,2.192,0
191.34,167.0,9.727,10.112,9.872,9.759,0.607,2957.4,20.366,10.194,36.605,42.074,39.41,31.566,76.054,47.70399999999999,2.2,0
191.43,167.04,9.695,10.11,9.873,9.765,0.5760000000000001,2961.4,20.221,10.181,36.586,42.08600000000001,39.414,31.488000000000003,75.96600000000002,46.902,2.169,0
191.41,167.08,9.641,10.113,9.868,9.756,0.579,2955.4,20.392,10.196,36.586,42.09,39.43,31.473000000000006,76.20100000000002,47.492,2.187,0
191.35,167.02,9.672,10.109,9.873,9.757,0.578,2957.8,20.184,10.189,36.582,42.098,39.398,31.477,75.751,47.54,2.2,0
191.36,167.09,9.883,10.11,9.875,9.762,0.581,2958.4,20.285,10.2,36.605,42.098,39.371,31.488000000000003,75.943,47.276,2.1830000000000003,0
191.43,167.16,9.617,10.11,9.873,9.76,0.578,2957.4,20.331,10.187,36.516,42.08600000000001,39.398,31.406,76.03,47.49800000000001,2.21,0
191.41,167.15,9.766,10.116,9.882,9.767,0.6,2963.6,20.311,10.203,36.582,42.09,39.363,31.398000000000003,75.998,47.206,2.18,0
191.49,167.34,9.5,10.119,9.88,9.768,0.583,2960.6,20.479,10.194,36.516,42.102,39.363,31.395,75.929,47.845,2.207,0
191.52,167.02,9.828,10.119,9.885,9.768,0.609,2959.4,20.273,10.185,36.516,42.078,39.359,31.398000000000003,75.982,47.423,2.196,0
191.47,167.07,9.672,10.116,9.876,9.767,0.603,2957.6,19.198,10.187,36.52,42.08600000000001,39.359,31.395,75.851,47.077,2.184,0
191.49,167.06,9.898,10.114,9.88,9.764,0.59,2959.6,19.793,10.203,36.512,42.062,39.355,31.395,75.96600000000002,47.137,2.18,0
191.51,167.04,9.727,10.114,9.877,9.76,0.5920000000000001,2963.6,19.319000000000006,10.191,36.512,42.059,39.348,31.395,75.907,47.538,2.198,0
191.46,166.97,9.664,10.119,9.885,9.766,0.5720000000000001,2959.6,19.13,10.194,36.516,42.062,39.355,31.406,76.137,47.067,2.181,0
191.44,167.08,9.508,10.12,9.887,9.763,0.5920000000000001,2957.6,19.629,10.196,36.504,42.051,39.348,31.398000000000003,75.786,47.538,2.204,0
191.43,167.12,9.602,10.117,9.876,9.763,0.5870000000000001,2963.8,19.958,10.179,36.512,42.059,39.355,31.398000000000003,76.104,47.505,2.204,0
191.44,167.09,9.773,10.113,9.876,9.762,0.5660000000000001,2959.4,19.219,10.187,36.5,42.035,39.262,31.387,76.002,47.239,2.178,0
191.44,167.05,9.586,10.123,9.884,9.764,0.585,2959.4,19.411,10.18,36.437,42.039,39.344,31.316,76.048,47.444,2.196,0
191.38,167.17,9.781,10.12,9.882,9.767,0.573,2959.6,19.968,10.201,36.426,42.008,39.254,31.32,75.737,47.235,2.177,0
191.47,167.1,9.742,10.119,9.877,9.764,0.581,2961.4,19.608,10.199,36.426,42.004,39.332,31.395,75.857,47.444,2.19,0
191.44,167.02,9.672,10.12,9.877,9.767,0.578,2959.4,19.491,10.19,36.414,42.004,39.266,31.406,76.023,47.21,2.176,1
191.38,167.09,9.633,10.116,9.878,9.763,0.565,2959.6,19.606,10.176,36.414,41.992,39.262,31.406,76.068,47.235,2.184,1
191.44,167.25,9.797,10.125,9.882,9.77,0.6,2965.6,19.676,10.191,36.422,41.98,39.273,31.395,76.013,47.225,2.18,1
191.46,167.02,9.633,10.123,9.88,9.769,0.6,2961.6,19.231,10.199,36.414,41.984,39.262,31.316,76.021,47.341,2.177,1
191.39,167.06,9.805,10.125,9.887,9.77,0.628,2955.8,19.683,10.201,36.48,41.953,39.262,31.316,76.222,47.272,2.181,1
191.44,167.19,9.687,10.123,9.885,9.771,0.593,2959.4,19.291,10.201,36.422,41.941,39.262,31.316,75.84100000000002,47.96100000000001,2.198,1
191.41,167.14,9.562,10.122,9.887,9.775,0.569,2958.6,19.203,10.19,36.426,41.949,39.262,31.32,75.865,47.723,2.2,1
191.38,167.17,9.633,10.123,9.887,9.769,0.593,2960.4,19.856,10.199,36.414,41.926,39.266,31.32,75.87,47.234,2.18,1
191.43,167.1,9.672,10.125,9.888,9.772,0.626,2959.8,19.311,10.211,36.422,41.93,39.25,31.316,75.817,47.674,2.198,1
191.52,167.12,9.695,10.13,9.889,9.777,0.757,2963.6,19.374,10.19,36.414,41.93,39.254,31.309,75.97800000000002,47.652,2.202,1
191.52,167.04,9.656,10.13,9.893,9.777,0.644,2961.4,20.479,10.193,36.332,41.922,39.277,31.305,75.868,48.292,2.235,1
191.52,167.14,9.547,10.135,9.892,9.776,0.586,2957.6,20.479,10.192,36.34,41.922,39.199,31.316,76.09100000000002,47.235,2.182,1
191.46,167.13,9.609,10.132,9.897,9.782,0.584,2964.6,20.479,10.192,36.344,41.914,39.227,31.305,76.203,47.29600000000001,2.194,1
191.46,167.04,9.883,10.137,9.895,9.785,0.604,2961.8,20.188,10.209,36.344,41.914,39.187,31.234,76.044,47.697,2.202,1
191.46,167.1,9.828,10.141,9.901,9.788,0.607,2961.6,20.213,10.22,36.344,41.914,39.211,31.293000000000006,75.794,47.32,2.186,1
191.43,167.02,9.75,10.141,9.899,9.789,0.589,2958.4,20.19,10.196,36.332,41.914,39.195,31.305,76.04,47.32,2.181,1
191.41,167.0,9.508,10.141,9.902,9.788,0.606,2955.8,20.479,10.211,36.344,41.914,39.223,31.238000000000003,76.111,47.198,2.1790000000000003,1
191.48,167.18,9.602,10.139,9.903,9.795,0.589,2957.8,19.878,10.196,36.332,41.922,39.227,31.234,75.958,47.347,2.192,1
191.41,167.06,9.766,10.144,9.901,9.787,0.631,2958.6,20.479,10.211,36.34,41.914,39.187,31.227,75.932,47.603,2.199,1
191.41,167.13,9.547,10.145,9.908,9.793,0.599,2959.6,20.171,10.208,36.344,41.91,39.195,31.234,76.21600000000002,47.699,2.199,1
191.65,167.41,9.875,10.149,9.91,9.797,0.634,2958.6,20.479,10.21,36.352,41.922,39.195,31.316,78.293,47.74100000000001,2.207,1
191.65,167.31,9.781,10.138,9.908,9.792,0.638,2951.0,20.479,10.191,36.344,41.91,39.207,31.227,78.767,47.604,2.2,0
191.75,167.32,9.82,10.137,9.905,9.785,0.612,2945.8,20.479,10.196,36.414,41.914,39.223,31.172,78.584,47.615,2.205,0
191.69,167.4,9.609,10.133,9.901,9.783,0.615,2947.6,20.479,10.194,36.422,41.93,39.199,31.227,78.542,47.769,2.205,0
